Fenia
Collingwood
Collins
Comfort
Condoleezzah
Conex
Confidence
Confort
Connex
Connie
Conrad
Consolata
Constance
Cornelia
Cornelius
Cosmas
Cosmass
Cossam
Costace
Costance
Costas
Coster
Costings
Couggahn
Courage
Craig
Crala
Crara
Crebyroots
Cremence
Cris
Crischansia
Crispin
Crispine
Cristina Banda
Cromwell
Crossely
Crown
Crystal
Cryton
Curthbert
Custom
Cuthbert
Cydreck
Cyirl
Cyndy
Cynthia
Cyril
Cyrus
Cythia
D
D.B.
D'arc
Dabhaibhai
Dabo
Dackson
Dada
Dadi
Dadi Milward
Dadily
Dadisho
Daelo
Daffien
Dafren
Dafta
Dafter
Dafty
Dafu
Dafuled
Dafuleni
Dafutala
Dafutara
Dagalasi
Dailesi
Daimani
Daimon
Daina
Daire
Daisen
Daison
Daisy
Daita
Daiton
Daitone
Daitoni
Daiwala
Daka
Dala
Daleni
Dalesi
Dalia
Dalion
Dalioni
Dalireni
Daliso
Dalison
Dalitsani
Dalitso
Daliyoni
Dama
Damale
Damalekani
Damascus
Damba
Dambe
Dambo
Dambuleni
Damian
Damiano
Damido Cesar
Damison
Damiton
Damiyano
Damson
Damu
Dan
Dancan
Dancer
Dandauleni
Danford
Dangali
Dangalira
Danger
Dango
Dani
Danie
Daniel
Daniel Chikumbu
Daniel Dominic
Daniella
Danielle
Danish
Danken
Dankeni
Danlord
Danny
Danwel
Danwell
Daphne
Darford
Darkess
Darlington
Darlion
Darries
Darwin
Dastan
Dastane
Daster
Dasu
Daud
Daud Abdul Gani
Daud Sheikh
Dauda
Daudbhai
Daudi
Daugras
Daus
Dausi
Dauson
Daut
Dauti
Dauzeni
Dave
Daveson
Davi
David
David Carlos
David Henry
David John
Davide
Davidson
Davie
Davies
Davieson
Davina
Davis
Davis sinos
Davison
Davisoni
Davite
Davson
Davy
Davyson
Dawa
Dawn
Dawood
Daye
Dayilesi
Dayison
Dayton
Daytone
De dieu
Dean
Dear
Dearing
Dearson
Debola
Debora
Deborah
Deborrah
Debra
Dedieu
Dedrex
Deff Chimalizeni
Deja
Dekesi
Delia
Delifa
Delight
Delina
Delipher
Deliwe
Dellilah
Demetria
Demister
Demster
Denes
Denford
Denis
Denis Phiri
Denise
Denison
Dennex
Dennis
Dennis Jnr
Denson
Denweck
Denzel
Depolesi
Dereck
Derek
Deria
Derick
Derrick
Desderio
Desen
Desiderio
Desire
Desmond
Destiny
Deus
Develesi
Develiasi
Develiyasi
Develous
Deves
Devesi
Deveson
Devi
Devine
Devis
Devison
Devisoni
Devjiani
Dewani
Dexter
Dezilata
Dhala
Di - ke
Di-Ke
Diago
Diamond
Diana
Dibwe
Dick
Dickens
Dickie
Dickison
Dickman
Dickson
Dickson  Ronald
Dickson Ronald
Diegho
Diga
Dikamfwiri
Dikirani
Dikison
Dilawo
Dimba
Dimingo
Dimingu
Dimitrios
Dimon
Dimu
Dina
Dinah
Dinala
Dineo
Dines
Dinesi
Diness
Dinga
Dingaan
Dingane
Dingase
Dingiswayo
Dinha
Dinnes
Dion
Disco
Dishon
Disire
Dismas
Distinguer
Diston
Diva
Divaison
Divala
Divasi
Divason
Divasoni
Diveliasi
Diveliyasi
Diverson
Divine
Divison
Dixon
Diya
Djuma
Dness
Doba
Docas
Dodo
Dokotala
Dolica
Dolika
Dolizhi
Doloba
Dolozi
Domina
Domingo
Dominic
Dominica
Dominick
Dominico
Dominiko
Domon
Don
Don Dieu
Dona
Donakisi
Donald
Donaliya
Donard
Donasiyano
Donata
Donerrah
Donex
Donice
Donnell
Donnex
Dono
Donovan
Donton
Dora
Dorcas
Dorcus
Doreen
Dorica
Doricas
Dorika
Doris
Dorophy
Dorothy
Dorris
Douglas
Douglas Sagonja
Douglass
Dougras
Dowa
Doweni
Dryson
Dube
Dudu
Dufter
Duka
Dula
Dulana
Duli
Duma
Dumbani
Dumbo
Dumisan
Dumisani
Dunamis
Duncan
Duncan Chipofya
Dunduwasi
Dunga
Dunguty
Dunia
Duniya
Dunkalo
Dunken
Durban
Dusabimana
Dushime
Dushimimana
Dustan
Dustin
Dutchman
Dutchwell
Duwa
Duwalite
Duwe
Dwayne
Dwight
Dyimoni
Dyless
Dymon
Dymone
Dyna
Dynah
Dyness
Dyson
Dyton
Dzambukira
Dzanjaumaleza
Dzanzi
Dziko
Dziloso
Dzimbiri
Dzimkambani
Dzimphonje
Dzinenani
Dziwani
Dzodzi
Dzonzi
Dzoole
Dzowa
Dzozi
Dzukani
Dzulu
Dzumani
Dzuwa
Earl zaliro
Earnest
Easton Henri
Easton Peter
Easy
Ebele
Eben
Eben-ezer
Ebeneza
Ebenezar
Ebenezer
Ebrahim
Ebuka
Ebyroots
Eda
Edah
Edayi
Edda
Eddah
Eddie
Eddings
Eden
Edgar
Edgar Sibande
Edge
Edger
Edina
Ediness
Edington
Edison
Edith
Edmo
Edmond
Edna
Edness
Edo
Edrina
Edris
Edsom
Edson
Edward
Edward Kabuzi
Edward Spriano
Edwin
Edwin Mark
Edwin Marko
Edwin Owen
Edwini
Efelem
Efelemu
Efelo
Efete
Efeti
Effelo
Effie
Efina
Efraim
Efrida
Efridah
Efrina
Efron
Efudala
Eggs
Egiry
Eighteen
Ekali
Ekarhi
Ekari
Ekesi
Ekson
El shaddai
El-yasa
Eladi
Elard
Elason
Elaton
Eleanor
Eleazor
Eleck
Eledi
Elefasi
Eleman
Elemasi
Elemia
Elemiya
Elena
Elenata
Eleni
Elenimo
Elephant
Eleson
Eletina
Eleton
Eleziah
Elga
Eli
Elia
Eliam
Eliana
Elias
Eliasi
Elick
Elicy
Elida
Elie
Eliezer
Elifa
Elifala
Elifazi
Elija
Elijah
Elika
Elikanah
Elina
Elinati
Eliness
Elinet
Eliot
Elioti
Elisa
Elisabeth
Elise
Elise Tamara
Elisha
Elison
Elita
Eliud
Eliya
Eliyamu
Eliyas
Eliyasi
Eliyoti
Eliza
Elizaberth
Elizabeth
Elizabeth Lucy
Elizelo
Ella
Elladi
Ellah
Ellard
Ellarton
Elleck
Ellen
Ellena
Ellesi
Elliam
Ellias
Elliasy
Ellina
Ellington
Elliot
Elliot-harvey
Ellioti
Ellisa Friday
Ellius
Eloni
Elosi
Elowin
Elsa
Elsam
Else
Elshadai
Elshaddai
Elsie
Elson
Elston
Elton
Eltonie
Elube
Eluby
Eluness
Eluphy
Elvas
Elvin
Elvis
Elwin
Emanuel
Emanuella
Emberson
Emele
Emelia
Emelina
Emilda
Emilida
Emily
Emiton
Emma
Emmaculate
Emmah
Emmanuel
Emmanuela
Emmanuella
Emmie
Enala
End
Eneles
Enelesi
Eneless
Eneresi
